Year;BC;TOT;ME;CD;TAU;PCA;ECA;OTN;TAE;POT;EOT
1927; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1928; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1929; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1930; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1931; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1932; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1933; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1934; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1935; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1936; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1937; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1938; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1939; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1940; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1941; 14.334275157574424; 13.776831123668757; 17.041860465116258; 12.661943055857407; 22.695935666159542; 1.19452292979787; 11.069245816126909; 52.00156487720039; 4.69845685720496; 0.47780917191914796; 11.069245816126909
1942; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1943; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1944; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1945; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1946; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1947; 14.334275157574439; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1948; 14.334275157574453; 13.77683112366877; 17.041860465116272; 12.66194305585742; 22.695935666159556; 1.194522929797884; 11.069245816126909; 52.00156487720039; 4.698456857204974; 0.47780917191916217; 11.069245816126923
1949; 14.334275164353429; 13.776831123645692; 17.041860465068112; 12.66194305582593; 22.695935666091557; 1.194522929752921; 11.069245816126909; 52.00156487725127; 4.698456857169575; 0.47780917192002903; 11.069245816127577
1950; 14.332885219176333; 13.776835850262998; 17.04187034176178; 12.661949511242895; 22.69594960657345; 1.194532144859366; 11.069245816126909; 52.00155444559845; 4.698464113072319; 0.47780899024141377; 11.06924568380468
1951; 14.772590393345723; 14.312004596078282; 17.307374740292786; 12.985307533469609; 23.42305448391663; 1.3870353063279026; 11.069245816126909; 51.5382763123463; 5.164639530850721; 0.5651158039484585; 11.18228560960965
1952; 15.846888023767988; 15.672353403228755; 17.983466751679273; 13.454807160890738; 25.06560576600438; 1.592704891470376; 12.4025561982467; 50.57635949965357; 6.117404544353462; 0.7167087907038336; 11.54821224323625
1953; 16.951019130797462; 17.060756195168466; 18.667643140884223; 13.840391660423364; 26.84009627025341; 1.759585537128288; 12.886202798717491; 49.73875943784021; 7.170251077689485; 0.8836046433372786; 11.873214051439945
1954; 17.912947945987142; 18.468659729665788; 19.354124863145117; 14.407801491709577; 28.65765506386137; 1.9905139115940784; 13.896473337550063; 48.89906346306237; 8.195798044585558; 1.0352529298942414; 12.184438426816058
1955; 19.156757319390067; 21.055783976255825; 20.027067327104845; 14.906934718069635; 30.505595299894154; 2.230039205756782; 15.69829745327064; 48.0606724016525; 9.31752109250698; 1.1944012365626264; 12.495288488354632
1956; 21.664645242620466; 22.61899361229804; 20.86725227845706; 15.369639615874604; 32.3352658025657; 2.4683571662638; 16.48594883344319; 47.221984330133246; 10.83400851467502; 1.5128843851277907; 12.822080405555724
1957; 22.729391600587334; 24.44865486105047; 21.55876462324403; 15.852303704361603; 34.17772093305919; 2.7936754758881506; 17.625248106001067; 46.428516309412345; 12.140240725190807; 1.8318084991516628; 13.133976393855846
1958; 24.39145476408052; 26.62488790988577; 22.22775954424729; 16.16449244628194; 36.09943993198253; 3.268618457404287; 18.88858757982021; 45.782857072455926; 14.503503280221594; 2.3149342876903773; 13.462607694386264
1959; 25.982063089571483; 28.98165097327525; 22.964826015672685; 16.48487388139189; 38.15565460963443; 3.65728263632397; 20.22370098979158; 45.05364307027927; 15.683740066279654; 2.781278459497045; 13.914257915231872
1960; 27.823284856913162; 31.264597168622416; 23.759777622448; 16.975473002414105; 40.10393706603953; 4.160327066116622; 21.607697789552034; 44.42273081220762; 18.432061185001643; 3.284333964957497; 14.509983103042543
1961; 29.734563088599018; 33.6916667843802; 24.586717604991435; 17.490068627679648; 42.22504609573948; 4.900229570671058; 23.1265456127975; 43.703831839324096; 20.878325285868286; 4.01517997061994; 14.875836116875746
1962; 31.526698893870886; 36.15089815508223; 25.595731410060168; 17.861805068040383; 44.365378207289254; 5.582096716728813; 24.645361680261047; 43.06352590979542; 23.07389252926292; 4.638117524907301; 15.216654301226654
1963; 33.561602828474264; 38.721327017811404; 26.17628733713333; 18.225243792318935; 46.38866133510125; 6.358413087067291; 26.164178466321047; 42.463324039051116; 27.07470785276061; 5.338253365634841; 15.700227045656177
1964; 35.594369384304954; 40.61718167977182; 26.637503878378837; 18.570904825242025; 48.59050192444948; 7.190655185290495; 27.75680737232645; 41.703277444086716; 29.79201336862333; 5.99739539079566; 16.160308278339286
1965; 37.63548126968725; 43.75964513036851; 27.850603769490633; 18.874951585072736; 50.627910657414056; 8.192780636980231; 29.27636079210825; 41.02749173857449; 32.757483183139314; 6.671859021055681; 16.48033231641614
1966; 39.35411952687073; 46.16085814996003; 28.645817272145564; 19.355607822770935; 52.600388523427945; 9.37911845799394; 30.793135291081896; 40.535208916265816; 36.097488347447694; 7.357070460274272; 16.991843258037832
1967; 41.795820559383884; 48.6388796093185; 29.378197344172804; 19.829523596790636; 54.61447239209578; 10.657695896638089; 32.55795728171428; 40.060789844715615; 38.97469221340763; 8.041882136754694; 17.511558784004933
1968; 44.60858719014602; 51.14856072101943; 30.175129894931715; 19.988324191433435; 56.482921786454106; 12.017949184906158; 34.141917358643795; 39.34846730802289; 42.99073422419368; 8.713846094692087; 18.034075844884256
1969; 45.788948790250885; 53.512763293864424; 30.977278424204954; 20.147357750406655; 58.370903434191895; 13.536756831528919; 35.99352562722872; 38.86255924123087; 46.34514816804195; 9.15774651049803; 18.554977389904224
1970; 47.710821741901405; 55.62391123214843; 31.779328560756042; 20.46054025386418; 60.04930583987298; 15.055743750466277; 37.42143186420138; 38.43461821447954; 49.38279362016078; 9.470929299681984; 18.963949300636713
1971; 50.10687163172119; 57.83155278691585; 32.576810583785814; 20.787528476367697; 61.650611710436586; 16.820248038397196; 39.34600128674862; 37.82089727944108; 52.58617612545793; 9.79791752222728; 19.509514838456838
1972; 52.17162982010974; 59.86293494667892; 33.311846841901755; 21.14381493600419; 63.40548791695976; 18.77270730259181; 41.10754520553839; 37.40400814522871; 55.645382659104335; 10.154203981863773; 19.984839410162408
1973; 54.259663541054245; 61.90462189688994; 34.10733219971685; 21.515015621545913; 65.02066981475244; 21.133410389186565; 42.70206140383145; 36.8726100263172; 58.49546369402517; 10.525404667404956; 20.48020856978674
1974; 56.24708957334851; 63.735545884597734; 34.93882654034054; 21.740338233505312; 66.76164241956332; 23.249884383593013; 44.24280693371499; 36.398645844232064; 61.24703470643234; 10.75072756551316; 20.774166357142818
1975; 58.2535089365629; 65.58795364301419; 35.23186571819595; 21.91323461079041; 68.28044737378224; 25.550375817966085; 45.73722111172509; 35.90456976250333; 63.67668286006053; 10.851104822157666; 21.196405198100436
1976; 60.08354542128375; 67.2659876056341; 36.52338765151454; 22.220889645500833; 69.66544196425585; 28.127732932326424; 47.50139930560335; 35.54258037198538; 65.9120036576138; 11.069262318001122; 21.584521149478306
1977; 61.95774173205788; 68.79779636828427; 37.35577577636509; 22.377386720334684; 70.9993863630026; 30.494033364811102; 49.02029993449187; 35.080942249840234; 67.65264365266941; 11.06924450582649; 23.252231911562745
1978; 63.83849765992345; 70.30061240803647; 37.97897369661845; 22.538533583872564; 72.28805705347183; 33.01583473489511; 50.53911600334212; 34.49050017360953; 69.59950093429939; 11.230383181751762; 23.41452186350699
1979; 65.51555872302764; 71.64809384430097; 38.67391520343163; 22.695933172970655; 73.46344645353514; 35.6201390202997; 52.05837053458854; 34.155870367386555; 72.3490349794487; 11.38777662761926; 23.75623433809318
1980; 67.19443289497302; 72.93613480567662; 39.49385673882727; 22.855758872035707; 74.67896522789952; 37.96479849503071; 53.33682398281728; 33.84379614710922; 73.73041004320147; 11.387785264085394; 24.433250984292684
1981; 68.55943555580025; 73.77829799184532; 40.280905513814446; 23.01447546254613; 75.76395708193704; 40.64411885367448; 54.53228512645224; 33.52044898820759; 74.70507657831007; 11.387785264073003; 24.791770455884333
1982; 69.83322733397891; 74.7748312981415; 41.01118676899842; 23.17449073026968; 76.7613502582429; 42.67269426899403; 55.737568017030654; 33.051781290213825; 75.80980182987022; 11.387785264073003; 25.240788057964906
1983; 71.35258640172746; 75.81249491885677; 41.64908928026467; 23.333014570042792; 77.64419513114252; 44.86603071278911; 56.938679144637376; 32.57609987444687; 76.66635681776006; 11.387785264073003; 25.966097455214324
1984; 72.79263597289183; 76.69111570456815; 42.2887006877212; 23.49160104884575; 78.60170841909446; 46.91283529276705; 58.13969444356816; 32.25067409733511; 77.64827666556091; 11.387785264073003; 26.68015270815407
1985; 73.99784973074054; 77.3244953736436; 43.01082179540329; 23.65155597125623; 79.34908444257424; 48.96094274412697; 59.13723789031957; 31.895741658655282; 78.34829309812147; 11.387785264073003; 27.149661068817437
1986; 75.17978805299049; 77.971010948545; 43.6485311110775; 23.65154772890037; 79.96310401651647; 50.914322803565454; 60.13083320228106; 31.52479850619656; 78.92993121597097; 11.387785264073003; 27.63574691729994
1987; 76.18826785492328; 78.64450902579817; 44.20142420233131; 23.804879370918854; 80.67680539167576; 52.66136433604043; 61.12245615086027; 31.157476013060716; 79.58232345332706; 11.387785264073003; 28.37189707146858
1988; 77.10269077557885; 79.24907816993412; 44.68930502109062; 23.970092990487885; 81.32140191673058; 54.18529989207281; 62.042907547691186; 30.806197040967774; 80.0504822998388; 11.387785264073003; 29.001537101664326
1989; 78.17690292498857; 79.70443666359316; 45.29199226874574; 23.970093458164868; 81.99179348496273; 55.694331643635465; 62.8009699944776; 30.497004831649065; 80.52328032547771; 11.387785264073003; 29.572615511915316
1990; 79.11633202796293; 80.19884890104323; 45.981902305346686; 23.970153826678256; 82.52624558068285; 56.906832254729814; 63.66086353178469; 30.18346976277597; 80.91556349651472; 11.387785264073003; 30.713656002040082
1991; 79.78571251214798; 80.51308530013286; 46.57598404822771; 24.18765057408848; 83.03519089332012; 58.04138191936041; 64.393372064636; 29.862378324170436; 81.22979905798492; 11.387785264073003; 30.961402883630768
1992; 80.14458999052192; 80.82365454585998; 47.07035302236849; 24.36831139936328; 83.54426617203185; 59.18871065596415; 65.06787469781666; 29.554497291061523; 81.54035849846616; 11.387785264073003; 31.50270985779541
1993; 81.3540224016509; 81.14425404210849; 47.54336707409743; 24.36826776780795; 84.00848445442394; 60.02852723856675; 65.69959377326343; 29.229876783119522; 81.86526243638535; 11.387785264073003; 32.0787734809721
1994; 82.27511299400966; 81.46199170535459; 48.04206047180123; 24.368277164002095; 84.49219903519874; 60.61975891653095; 66.35805993392054; 29.066718403399634; 81.904882876455; 11.387785264073003; 32.635642130522726
1995; 82.73913795112607; 81.78256011476965; 48.49899299834353; 24.441872858930424; 84.81221559361386; 61.3134093386618; 66.8147549708224; 28.90989410222538; 81.27467370972424; 11.387785264073003; 33.36053132149314
1996; 83.2973190821475; 82.02396054840082; 48.9654413542392; 24.686850250857475; 85.12448940647553; 62.00643364011253; 67.27027974561085; 28.559927628307648; 81.3560102560488; 11.387785264073003; 34.00523788237476
1997; 83.85543031012774; 82.10396369929748; 49.45366577177833; 24.686807215824757; 85.4483741362228; 62.51328427519901; 67.76968578461299; 28.269952836307695; 81.61704164803336; 11.387785264073003; 34.64121145763599
1998; 84.17420892290258; 82.34249838107303; 49.8068841484589; 24.686807215822668; 85.68716162768477; 62.989735281700675; 68.21882672562941; 27.82081683138955; 81.70532636810854; 11.387785264073003; 35.36000330504329
1999; 84.65751571257744; 82.4307373352252; 50.335408574578835; 24.686807215822668; 85.77541171541911; 63.47235760555166; 68.57219073076533; 27.467452512727917; 81.79264935200659; 11.387785264073003; 36.00113579019208
2000; 85.12772421009603; 82.69291858435982; 50.89109250500128; 24.686807216138888; 86.22211238267337; 63.82915182229646; 68.8885260941467; 27.314775386785186; 82.02393377041687; 11.387785264073003; 36.55682498612184
2001; 85.37774720826687; 82.91086848450189; 51.203451508515464; 24.686853707914082; 86.40370798496912; 64.20043385128295; 69.20093031739569; 27.150847668517997; 82.10266199313344; 11.387785264073003; 37.041959278556604
2002; 85.66226225976978; 83.00048944234388; 51.524335807752166; 24.908516512082898; 86.54587167658025; 64.56667038133608; 69.52181461670672; 26.833418532018868; 82.18317959176657; 11.387785264073003; 37.65387145863206
2003; 85.93307752512466; 83.05916588677727; 51.83812102798283; 25.0850089750881; 86.72239114242969; 64.74317051502882; 69.8355998369374; 26.52257842284979; 82.18317757009615; 11.387785264073003; 38.33191803478398
2004; 86.08762267792464; 83.05916090377245; 52.155472312049724; 25.084981525362608; 86.88426361591169; 64.89006826181654; 70.15295112098951; 26.35914025567871; 82.18317832611888; 11.387785264073003; 39.072181751564614
2005; 86.25286882370176; 83.16798129734043; 52.476114635268296; 25.084883898821175; 87.0408962231404; 65.06171293635288; 70.47358831302415; 26.20049238906887; 82.26024819158447; 11.387785264073003; 39.62241972135796
2006; 86.47507773247206; 83.33628030794448; 52.79276167894865; 24.923338181704096; 87.19177703494896; 65.19943999691822; 70.63612965654642; 25.878050547677717; 82.41132229775017; 11.387785264073003; 40.355115815788906
2007; 86.64272112587985; 83.37899180046425; 53.13732016363663; 24.84607608159591; 87.35943488368652; 65.3801978796257; 70.79125399019082; 25.722062750376494; 82.50170511236341; 11.387785264073003; 41.0164484566991
2008;86.81; 83.37770049824486; 53.50484510252557; 24.76573619481053; 87.3594424742156; 65.38022199239983; 70.9546467727774; 25.561374680278604; 82.50171701804913; 11.387785264059929; 41.49117545291687
2009;86.98; 83.37768845187615; 53.87569398658309;24.69; 87.51849092427996; 65.54527681431748; 71.1404246352989; 25.249151330379476; 82.50171183114712; 11.387773216057681; 41.988535382876044
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
